Handle,Title,Body (HTML),Vendor,Product Category,Type,Tags,Published,Option1 Name,Option1 Value,Option2 Name,Option2 Value,Option3 Name,Option3 Value,Variant SKU,Variant Grams,Variant Inventory Tracker,Variant Inventory Qty,Variant Inventory Policy,Variant Fulfillment Service,Variant Price,Variant Compare At Price,Variant Requires Shipping,Variant Taxable,Variant Barcode,Image Src,Image Position,Image Alt Text,Gift Card,SEO Title,SEO Description,Google Shopping / Google Product Category,Google Shopping / Gender,Google Shopping / Age Group,Google Shopping / MPN,Google Shopping / Condition,Google Shopping / Custom Product,Google Shopping / Custom Label 0,Google Shopping / Custom Label 1,Google Shopping / Custom Label 2,Google Shopping / Custom Label 3,Google Shopping / Custom Label 4,Variant Image,Variant Weight Unit,Variant Tax Code,Cost per item,Included / India,Included / International,Price / International,Compare At Price / International,Status
bean-bag-chair-giant-high-density-foam-filling-sofa,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0835/0508/6764/products/61Pa0lSqA6L._AC_SL1500.jpg?v=1695529992,17,,,,,,,,,,,,,,,,,,,,,,,,
bean-bag-chair-giant-high-density-foam-filling-sofa,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0835/0508/6764/products/71-ZBLdrPDL._AC_SL1500.jpg?v=1695529992,18,,,,,,,,,,,,,,,,,,,,,,,,
bean-bag-chair-giant-high-density-foam-filling-sofa,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0835/0508/6764/products/71K4NN2LcoL._AC_SL1500.jpg?v=1695529992,19,,,,,,,,,,,,,,,,,,,,,,,,
bean-bag-chair-giant-high-density-foam-filling-sofa,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0835/0508/6764/products/81HYDGHRJ_L._AC_SL1500.jpg?v=1695529992,20,,,,,,,,,,,,,,,,,,,,,,,,
bean-bag-chair-giant-high-density-foam-filling-sofa,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0835/0508/6764/products/61Pa0lSqA6L._AC_SL1500_92a0bbf8-8090-49e1-97ce-fb367ad183f3.jpg?v=1695529992,21,,,,,,,,,,,,,,,,,,,,,,,,
bean-bag-chair-giant-high-density-foam-filling-sofa,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0835/0508/6764/products/71oVpAhiIwL._AC_SL1500__1_317d3ef5-00de-49f1-a51c-461327969486.jpg?v=1695529992,22,,,,,,,,,,,,,,,,,,,,,,,,
bean-bag-chair-giant-high-density-foam-filling-sofa,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0835/0508/6764/products/71LjlfFL72L._AC_SL1500__1.jpg?v=1695529992,23,,,,,,,,,,,,,,,,,,,,,,,,
bean-bag-chair-giant-high-density-foam-filling-sofa-with-foot-stool-includes-removable-and-machine-washable-cover-for-teens-adults-to-gaming-reading-and-watching-tv,"Bean Bag Chair Giant High-Density Foam Filling Sofa with Foot Stool Includes Removable and Machine Washable Cover for Teens, Adults to Gaming, Reading, and Watching TV","<div class=""a-row a-spacing-small po-color"" data-mce-fragment=""1"">
<ul class=""a-unordered-list a-vertical a-spacing-mini"">
<li class=""a-spacing-mini""><span class=""a-list-item"">【Super Comfortable】Our fabric is soft and comfortable, skin-friendly, Wear-resistant and breathable.</span></li>
<li class=""a-spacing-mini""><span class=""a-list-item"">【High Density Foam Filling】: This cute chair is filled with N&amp;V signature hexagonal foam filling. This filling is freshly made from high quality high density foam. The foam filling offers a better support and a much better saggy resistance compare to traditional bean filling. In addition, the foam won’t make the unpleasant squeak that the traditional bean filling does.</span></li>
<li class=""a-spacing-mini""><span class=""a-list-item"">【Perfect Size】: The N&amp;V bean bag sack is a perfect addition to your living room, bedroom, basement, gaming room or home theater. The seat measuring 40.6” *35.4” *28.7” with 21” seat depth, the stool measuring 28.4” * 15.8” * 11.8”. Get this bean bag chair to join your living room seating group or spruce up an unused corner of the your sweet home.</span></li>
<li class=""a-spacing-mini""><span class=""a-list-item"">【Easy Clean】: Our sofa covers are removable and can be washed in the washing machine.</span></li>
<li class=""a-spacing-mini""><span class=""a-list-item"">【Lightweight】:Our bean bag sofa is lightweight and let you relax in dorm rooms, rec rooms, and more.</span></li>
</ul>
</div>
<div class=""a-row a-spacing-small po-color"" data-mce-fragment=""1"">
<span class=""a-size-base a-text-bold"" data-mce-fragment=""1"">Color:</span><span data-mce-fragment=""1""> </span><span class=""a-size-base po-break-word"" data-mce-fragment=""1"">Brown</span>
</div>
<div class=""a-row a-spacing-small po-item_depth_width_height"" data-mce-fragment=""1"">
<span class=""a-size-base a-text-bold"" data-mce-fragment=""1"">Product Dimensions:</span><span data-mce-fragment=""1""> </span><span class=""a-size-base po-break-word"" data-mce-fragment=""1"">35.4""D x 40.6""W x 28.7""H</span>
</div>
<div class=""a-row a-spacing-small po-pattern"" data-mce-fragment=""1"">
<span class=""a-size-base a-text-bold"" data-mce-fragment=""1"">Pattern:</span><span data-mce-fragment=""1""> </span><span class=""a-size-base po-break-word"" data-mce-fragment=""1"">Solid</span>
</div>
<div class=""a-row a-spacing-small po-special_feature"" data-mce-fragment=""1"">
<span class=""a-size-base a-text-bold"" data-mce-fragment=""1"">Special Feature:</span><span data-mce-fragment=""1""> </span><span class=""a-size-base po-break-word"" data-mce-fragment=""1"">Removable</span>
</div>
<div class=""a-row a-spacing-small po-age_range_description"" data-mce-fragment=""1"">
<span class=""a-size-base a-text-bold"" data-mce-fragment=""1"">Age Range (Description):</span><span data-mce-fragment=""1""> </span><span class=""a-size-base po-break-word"" data-mce-fragment=""1"">Adult</span>
</div>
<div class=""a-row a-spacing-small po-room_type"" data-mce-fragment=""1"">
<span class=""a-size-base a-text-bold"" data-mce-fragment=""1"">Room Type:</span><span data-mce-fragment=""1""> </span><span class=""a-size-base po-break-word"" data-mce-fragment=""1"">Bedroom, Dorm, Living Room, Room</span>
</div>
<div class=""a-row a-spacing-small po-style"" data-mce-fragment=""1"">
<span class=""a-size-base a-text-bold"" data-mce-fragment=""1"">Style:</span><span data-mce-fragment=""1""> </span><span class=""a-size-base po-break-word"" data-mce-fragment=""1"">Traditional</span>
</div>
<div class=""a-row a-spacing-small po-included_components"" data-mce-fragment=""1"">
<span class=""a-size-base a-text-bold"" data-mce-fragment=""1"">Included Components:</span><span data-mce-fragment=""1""> </span><span class=""a-size-base po-break-word"" data-mce-fragment=""1"">Footstool</span>
</div>
<div class=""a-row a-spacing-small po-item_firmness_description"" data-mce-fragment=""1"">
<span class=""a-size-base a-text-bold"" data-mce-fragment=""1"">Item Firmness Description:</span><span data-mce-fragment=""1""> </span><span class=""a-size-base po-break-word"" data-mce-fragment=""1"">Soft</span>
</div>",My Store,Furniture > Chairs,Bean Bag,"Amazing Soft Sofa, Bean Bag, Bean Bag Chair, Brown Color, Removable, Soft Chair, Solid Pattern, Traditional",true,Title,Default Title,,,,,"",0.0,shopify,997,deny,manual,299.00,999.00,true,true,"",https://cdn.shopify.com/s/files/1/0835/0508/6764/products/71yGov8HBPL._AC_SL1500.jpg?v=1695530080,1,,false,,,,,,,,,,,,,,,kg,,,true,true,,,active
bean-bag-chair-giant-high-density-foam-filling-sofa-with-foot-stool-includes-removable-and-machine-washable-cover-for-teens-adults-to-gaming-reading-and-watching-tv,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0835/0508/6764/products/714y9eAVpDL._AC_SL1500.jpg?v=1695530080,2,,,,,,,,,,,,,,,,,,,,,,,,
bean-bag-chair-giant-high-density-foam-filling-sofa-with-foot-stool-includes-removable-and-machine-washable-cover-for-teens-adults-to-gaming-reading-and-watching-tv,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0835/0508/6764/products/71p1OBOT2LL._AC_SL1500.jpg?v=1695530080,3,,,,,,,,,,,,,,,,,,,,,,,,
bean-bag-chair-giant-high-density-foam-filling-sofa-with-foot-stool-includes-removable-and-machine-washable-cover-for-teens-adults-to-gaming-reading-and-watching-tv,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0835/0508/6764/products/71KmjIZGxpL._AC_SL1500.jpg?v=1695530080,4,,,,,,,,,,,,,,,,,,,,,,,,
bean-bag-chair-giant-high-density-foam-filling-sofa-with-foot-stool-includes-removable-and-machine-washable-cover-for-teens-adults-to-gaming-reading-and-watching-tv,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0835/0508/6764/products/711vdUaswVL._AC_SL1500.jpg?v=1695530080,5,,,,,,,,,,,,,,,,,,,,,,,,
bean-bag-chair-giant-high-density-foam-filling-sofa-with-foot-stool-includes-removable-and-machine-washable-cover-for-teens-adults-to-gaming-reading-and-watching-tv,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0835/0508/6764/products/71hmI7cHOYL._AC_SL1500.jpg?v=1695530081,6,,,,,,,,,,,,,,,,,,,,,,,,
bean-bag-chair-sherpa-lazy-sofa,Bean Bag Chair Sherpa Lazy Sofa,"<div class=""a-row a-spacing-small po-item_depth_width_height"" data-mce-fragment=""1"">
<ul class=""a-unordered-list a-vertical a-spacing-mini"">
<li class=""a-spacing-mini""><span class=""a-list-item"">Suitable for various scenarios: The bean bag sofa is a perfect addition to your living room, bedroom, dorm room and many other places. Its simple design allows it to blend perfectly with any room and furniture style, creating a cozy resting corner for you. Available in 2 colors, allowing selection based on your preferences.</span></li>
<li class=""a-spacing-mini""><span class=""a-list-item"">Soft and Skin-Friendly Fabric: The soft sherpa teddy fabric provides a soft and skin-friendly texture, offering a warm ,fluffy and cozy feeling, especially during chilly days, creating a comforting embrace. The bean bag sofa combines aesthetics, comfort, and durability, providing you with the perfect seating experience to enjoy your time.</span></li>
<li class=""a-spacing-mini""><span class=""a-list-item"">High Density Foam Filling: This bean bag chair sofa is filled entirely with high quality, high density, high resilience memory foam. The sofa gives your back and hips reliable support, offering a comfortable sitting experience. Foam bean bag chairs are extremely durable and retain their shape over extended periods of use. The bean bag chair gives you ultimate relaxation while loving your back and conforming to your body.</span></li>
<li class=""a-spacing-mini""><span class=""a-list-item"">User-friendly design: With two zippers on the bottom of the lazy sofa chair, the fluffy chair's cover can be removed for convenient cleaning and maintenance, ensuring the sofa remains aesthetically pleasing and hygienic for a long time. Non-slip fabric on the bottom of the sofa, which provides a stable and secure seating experience. Equipped with a top handle, the bean bag chair sofa can be easily moved to desired locations within your home, allowing for flexible use in different areas.</span></li>
</ul>
</div>
<div class=""a-row a-spacing-small po-item_depth_width_height"" data-mce-fragment=""1"">
<span class=""a-size-base a-text-bold"" data-mce-fragment=""1"">Product Dimensions:</span><span data-mce-fragment=""1""> </span><span class=""a-size-base po-break-word"" data-mce-fragment=""1"">28""D x 33""W x 31""H</span>
</div>
<div class=""a-row a-spacing-small po-special_feature"" data-mce-fragment=""1"">
<span class=""a-size-base a-text-bold"" data-mce-fragment=""1"">Special Feature:</span><span data-mce-fragment=""1""> </span><span class=""a-size-base po-break-word"" data-mce-fragment=""1"">Ergonomic</span>
</div>
<div class=""a-row a-spacing-small po-room_type"" data-mce-fragment=""1"">
<span class=""a-size-base a-text-bold"" data-mce-fragment=""1"">Room Type:</span><span data-mce-fragment=""1""> </span><span class=""a-size-base po-break-word"" data-mce-fragment=""1"">Living Room</span>
</div>
<div class=""a-row a-spacing-small po-style"" data-mce-fragment=""1"">
<span class=""a-size-base a-text-bold"" data-mce-fragment=""1"">Style:</span><span data-mce-fragment=""1""> </span><span class=""a-size-base po-break-word"" data-mce-fragment=""1"">Modern</span>
</div>
<div class=""a-row a-spacing-small po-included_components"" data-mce-fragment=""1"">
<span class=""a-size-base a-text-bold"" data-mce-fragment=""1"">Included Components:</span><span data-mce-fragment=""1""> </span><span class=""a-size-base po-break-word"" data-mce-fragment=""1"">Liner</span>
</div>
<div class=""a-row a-spacing-small po-item_shape"" data-mce-fragment=""1"">
<span class=""a-size-base a-text-bold"" data-mce-fragment=""1"">Shape:</span><span data-mce-fragment=""1""> </span><span class=""a-size-base po-break-word"" data-mce-fragment=""1"">L-Shaped</span>
</div>",My Store,Furniture > Chairs,Bean Bag,"Amazing Soft Sofa, Bean Bag, Bean Bag Chair, L-Shaped, Modern, Portable Sofa Chair, Removable, Soft Chair, Solid Pattern, Special Feature Ergonomic, Traditional, Western",true,Color,White,,,,,"",0.0,shopify,1000,deny,manual,349.00,999.00,true,true,"",https://cdn.shopify.com/s/files/1/0835/0508/6764/products/818Ip7g6f2L._AC_SL1500.jpg?v=1695530032,1,,false,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0835/0508/6764/products/818Ip7g6f2L._AC_SL1500.jpg?v=1695530032,kg,,,true,true,,,active
bean-bag-chair-sherpa-lazy-sofa,,,,,,,,,Grey,,,,,"",0.0,shopify,999,deny,manual,349.00,999.00,true,true,"",https://cdn.shopify.com/s/files/1/0835/0508/6764/products/81viSi210jL._AC_SL1500.jpg?v=1695530032,2,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0835/0508/6764/products/817C6NW1GhL._AC_SL1500.jpg?v=1695530032,kg,,,,,,,
bean-bag-chair-sherpa-lazy-sofa,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0835/0508/6764/products/81eJthmZEuL._AC_SL1500.jpg?v=1695530032,3,,,,,,,,,,,,,,,,,,,,,,,,
bean-bag-chair-sherpa-lazy-sofa,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0835/0508/6764/products/81opGsx7yeL._AC_SL1500.jpg?v=1695530032,4,,,,,,,,,,,,,,,,,,,,,,,,
bean-bag-chair-sherpa-lazy-sofa,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0835/0508/6764/products/71wKbGuioKL._AC_SL1500.jpg?v=1695530032,5,,,,,,,,,,,,,,,,,,,,,,,,
bean-bag-chair-sherpa-lazy-sofa,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0835/0508/6764/products/71sWi-it2KL._AC_SL1500.jpg?v=1695530032,6,,,,,,,,,,,,,,,,,,,,,,,,
bean-bag-chair-sherpa-lazy-sofa,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0835/0508/6764/products/817C6NW1GhL._AC_SL1500.jpg?v=1695530032,7,,,,,,,,,,,,,,,,,,,,,,,,
bean-bag-chair-sherpa-lazy-sofa,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0835/0508/6764/products/81ypyuuiwEL._AC_SL1500.jpg?v=1695530032,8,,,,,,,,,,,,,,,,,,,,,,,,
bean-bag-chair-sherpa-lazy-sofa,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0835/0508/6764/products/81Lnr8RO4zL._AC_SL1500.jpg?v=1695530032,9,,,,,,,,,,,,,,,,,,,,,,,,
bean-bag-chair-sherpa-lazy-sofa,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0835/0508/6764/products/81-TeBLNeYL._AC_SL1500.jpg?v=1695530032,10,,,,,,,,,,,,,,,,,,,,,,,,
bean-bag-chair-sherpa-lazy-sofa,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0835/0508/6764/products/8125W8gcKtL._AC_SL1500.jpg?v=1695530032,11,,,,,,,,,,,,,,,,,,,,,,,,
bean-bag-chair-sherpa-lazy-sofa,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0835/0508/6764/products/91kXJEPF2AL._AC_SL1500.jpg?v=1695530032,12,,,,,,,,,,,,,,,,,,,,,,,,
bean-bag-chairs-cover-no-filler,Bean Bag Chairs Cover (No Filler),"<ul class=""a-unordered-list a-vertical a-spacing-mini"" data-mce-fragment=""1"">
<li class=""a-spacing-mini"" data-mce-fragment=""1""><span class=""a-list-item"" data-mce-fragment=""1"">1.Soft storage furniture for kids: To create a bean bag chair in just a few minutes, simply fill the Stuff ‘n Sit with pillows, plushies or blankets. It’s a comfy seat and a storage solution all in one</span></li>
<li class=""a-spacing-mini"" data-mce-fragment=""1""><span class=""a-list-item"" data-mce-fragment=""1"">2.Clear the clutter (and do it in style): This stylish toy organizer bag lets you take control of your family’s stuffed animal collection, while encouraging kids to clean up their rooms – all at the same time</span></li>
<li class=""a-spacing-mini"" data-mce-fragment=""1""><span class=""a-list-item"" data-mce-fragment=""1"">3.Size and capacity: It holds several plush toys, so your children never have to say goodbye to their stuffed animal friends. Also holds pillows, blankets or other soft materials.</span></li>
<li class=""a-spacing-mini"" data-mce-fragment=""1""><span class=""a-list-item"" data-mce-fragment=""1"">4.Quality you can count on: we remain 100% committed to quality. That’s why our is made with double-sided zippers, double-stitched seams, rugged handles and upholstery-grade fabric</span></li>
<li class=""a-spacing-mini"" data-mce-fragment=""1""><span class=""a-list-item"" data-mce-fragment=""1"">5.Instructions for care: This children’s bean bag chair cover easy to clean. For best results, machine wash (gentle cycle) and hang dry</span></li>
</ul>",My Store,Furniture > Chairs,Bean Bag,"Amazing Soft Sofa, Bean Bag, Bean Bag Chair, L-Shaped, Large Size, Leather, Modern, Portable Sofa Chair, Removable, Soft Chair, Solid Pattern, Velvet, Western",true,Title,Default Title,,,,,"",0.0,shopify,1000,deny,manual,299.00,899.00,true,true,"",https://cdn.shopify.com/s/files/1/0835/0508/6764/products/51xRqGuuLrL._AC.jpg?v=1695529736,1,,false,,,,,,,,,,,,,,,kg,,,true,true,,,active
bean-bag-chairs-cover-no-filler,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0835/0508/6764/products/91MaJIz7hKL._AC_SL1500.jpg?v=1695529736,2,,,,,,,,,,,,,,,,,,,,,,,,
bean-bag-chairs-cover-no-filler,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0835/0508/6764/products/81zrfKUVYTL._AC_SL1500.jpg?v=1695529736,3,,,,,,,,,,,,,,,,,,,,,,,,
bean-bag-chairs-cover-no-filler,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0835/0508/6764/products/81Tg22u3FoL._AC_SL1500.jpg?v=1695529736,4,,,,,,,,,,,,,,,,,,,,,,,,
bean-bag-chairs-for-adults-cover-only-soft-fluffy-dutch-velvet,Bean Bag Chairs for Adults (Cover Only) - Soft Fluffy Dutch Velvet,"<div class=""a-row a-spacing-small po-item_depth_width_height"" data-mce-fragment=""1"">
<ul class=""a-unordered-list a-vertical a-spacing-mini"">
<li class=""a-spacing-mini""><span class=""a-list-item"">Perfectly Sized &amp; Multifunctional: oversized sack cover：6ft，Diameter 180cm/70.87x70.87x35.43inches(Capacity: 2-3 people ). The large bean bag chairs are an excellent substitute for sofas, lounge chairs, and loveseat. It allows adults and kids to freely stretch and roll, making it suitable for reading, napping, playing games or watching games.</span></li>
<li class=""a-spacing-mini""><span class=""a-list-item"">About Filler: We only sell bean bag cover, which do not contain any fillers. Suggestion for filling amount: Shredded Memory Foam 140~170 lb. Or EPP/EPS beans45~55 lb. Of course, it can also be filled with any soft sponge, old clothes, old blankets, pillows, DIY soft things, and can also be used as a storage bag for stuffed animal.</span></li>
<li class=""a-spacing-mini""><span class=""a-list-item"">High Quality &amp; Machine Washable: Our lazy sofa is made of high-quality and fluffy Dutch velvet that is skin friendly and breathable. The covers are luxuriously soft to the touch, which is stain resistant, wear-resistant and environmentally friendly. It's incredibly easy to clean, whether by hand or machine washing, and won't fade, pilling, shrink, or shed after washing.</span></li>
<li class=""a-spacing-mini""><span class=""a-list-item"">Perfect Home Accessories: Our big bean bag chair covers have various styles of printed designs, with fashionable and unique patterns. Transform any space with this versatile and stylish beanbag chair cover, whether placed in the living room, dormitory, family room, bedroom, or basement, they look great and light up your living space.</span></li>
</ul>
</div>
<div class=""a-row a-spacing-small po-item_depth_width_height"" data-mce-fragment=""1"">
<span class=""a-size-base a-text-bold"" data-mce-fragment=""1"">Product Dimensions:</span><span data-mce-fragment=""1""> </span><span class=""a-size-base po-break-word"" data-mce-fragment=""1"">70.87""D x 70.87""W x 35.43""H</span>
</div>
<div class=""a-row a-spacing-small po-pattern"" data-mce-fragment=""1"">
<span class=""a-size-base a-text-bold"" data-mce-fragment=""1"">Pattern:</span><span data-mce-fragment=""1""> </span><span class=""a-size-base po-break-word"" data-mce-fragment=""1"">Patchwork</span>
</div>
<div class=""a-row a-spacing-small po-special_feature"" data-mce-fragment=""1"">
<span class=""a-size-base a-text-bold"" data-mce-fragment=""1"">Special Feature:</span><span data-mce-fragment=""1""> </span><span class=""a-size-base po-break-word"" data-mce-fragment=""1"">Durable</span>
</div>
<div class=""a-row a-spacing-small po-age_range_description"" data-mce-fragment=""1"">
<span class=""a-size-base a-text-bold"" data-mce-fragment=""1"">Age Range (Description):</span><span data-mce-fragment=""1""> </span><span class=""a-size-base po-break-word"" data-mce-fragment=""1"">Adult, Kid</span>
</div>
<div class=""a-row a-spacing-small po-fabric_type"" data-mce-fragment=""1"">
<span class=""a-size-base a-text-bold"" data-mce-fragment=""1"">Fabric Type:</span><span data-mce-fragment=""1""> </span><span class=""a-size-base po-break-word"" data-mce-fragment=""1"">Velvet</span>
</div>
<div class=""a-row a-spacing-small po-room_type"" data-mce-fragment=""1"">
<span class=""a-size-base a-text-bold"" data-mce-fragment=""1"">Room Type:</span><span data-mce-fragment=""1""> </span><span class=""a-size-base po-break-word"" data-mce-fragment=""1"">Bedroom, Dorm, Living Room</span>
</div>
<div class=""a-row a-spacing-small po-item_shape"" data-mce-fragment=""1"">
<span class=""a-size-base a-text-bold"" data-mce-fragment=""1"">Shape:</span><span data-mce-fragment=""1""> </span><span class=""a-size-base po-break-word"" data-mce-fragment=""1"">Round</span>
</div>",My Store,Furniture > Chairs,Bean Bag,"Amazing Soft Sofa, Bean Bag, Bean Bag Chair, Modern, Removable, Round Bean Bag, Soft Chair, Solid Pattern, Velvet, Western",true,Title,Default Title,,,,,"",0.0,shopify,1000,deny,manual,399.00,999.00,true,true,"",https://cdn.shopify.com/s/files/1/0835/0508/6764/products/614X2h4kPvL._AC_SL1500.jpg?v=1695529921,1,,false,,,,,,,,,,,,,,,kg,,,true,true,,,active
bean-bag-chairs-for-adults-cover-only-soft-fluffy-dutch-velvet,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0835/0508/6764/products/71yJ0Pzp4xL._AC_SL1500.jpg?v=1695529921,2,,,,,,,,,,,,,,,,,,,,,,,,
bean-bag-chairs-for-adults-cover-only-soft-fluffy-dutch-velvet,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0835/0508/6764/products/81BEC1zrn8L._AC_SL1500.jpg?v=1695529921,3,,,,,,,,,,,,,,,,,,,,,,,,
bean-bag-chairs-for-adults-cover-only-soft-fluffy-dutch-velvet,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0835/0508/6764/products/816RjmcrJyL._AC_SL1500.jpg?v=1695529921,4,,,,,,,,,,,,,,,,,,,,,,,,
bean-bag-chairs-for-adults-cover-only-soft-fluffy-dutch-velvet,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0835/0508/6764/products/71YcS9Is5-L._AC_SL1500.jpg?v=1695529921,5,,,,,,,,,,,,,,,,,,,,,,,,
